title,type,release_year,age,is_recent,duration_num,is_tv,is_us,year_added,country_primary,genre_primary,rating,listed_in,cast,has_known_actor,imdb_rating,imdb_votes,trending
Million Dollar Baby,Movie,2004,22,0,133.0,0,1,2021,United States,dramas,PG-13,"dramas, sports movies","Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",1,8.1,762462.0,1
Mosquita y Mari,Movie,2012,14,0,85.0,0,1,2021,United States,dramas,TV-14,"dramas, independent movies, lgbtq movies","Fenessa Pineda, Venecia Troncoso, Joaquín Garrido, Laura Patalano, Dulce Maria Solis, Marisela Uscanga, Melissa Uscanga, Omar Leyva, Tonita Castro, Paul Alayo",0,6.3,993.0,0
Sniper: Legacy,Movie,2014,12,0,98.0,0,1,2021,United States,action & adventure,R,action & adventure,"Tom Berenger, Chad Michael Collins, Doug Allen, Dominic Mafham, Mercedes Mason, Mark Lewis Jones, Nestor Serrano, Dennis Haysbert, Alex Roe, Yana Marinova",1,5.3,4457.0,0
The Four Seasons,Movie,1981,45,0,108.0,0,1,2021,United States,comedies,PG,"comedies, romantic movies","Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda",1,6.8,5804.0,0
The Interpreter,Movie,2005,21,0,128.0,0,0,2021,United Kingdom,thrillers,PG-13,thrillers,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer",1,6.4,112725.0,1
Home,Movie,2015,11,1,94.0,0,1,2021,United States,children & family movies,PG,"children & family movies, comedies, sci-fi & fantasy","Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",1,6.5,120478.0,1
Army of the Dead,Movie,2021,5,1,148.0,0,1,2021,United States,action & adventure,R,"action & adventure, horror movies","Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",1,5.8,198860.0,1
Sabotage,Movie,2014,12,0,109.0,0,1,2021,United States,action & adventure,R,"action & adventure, dramas","Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",1,5.7,67682.0,1
The Last Days,Movie,1998,28,0,87.0,0,1,2021,United States,documentaries,PG-13,documentaries,,0,7.9,5946.0,0
I Am All Girls,Movie,2021,5,1,107.0,0,0,2021,South Africa,dramas,TV-MA,"dramas, international movies, thrillers","Erica Wessels, Hlubi Mboya, Deon Lotz, Brendon Daniels, Mothusi Magano",1,6.0,7674.0,0
The Sons of Sam: A Descent into Darkness,TV Show,2021,5,1,1.0,1,1,2021,United States,crime tv shows,TV-MA,"crime tv shows, docuseries",,0,7.0,11120.0,1
Never Back Down,Movie,2008,18,0,113.0,0,1,2021,United States,action & adventure,PG-13,"action & adventure, dramas, sports movies","Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki",1,6.5,108578.0,1
Dügün Dernek 2: Sünnet,Movie,2015,11,1,107.0,0,0,2021,Turkey,comedies,TV-MA,"comedies, international movies","Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Şinasi Yurtsever, Erdal Tosun",1,6.3,11619.0,1
Let's Fight Ghost,TV Show,2021,5,1,1.0,1,0,2021,Thailand,international tv shows,TV-14,"international tv shows, romantic tv shows, tv comedies","Suppapong Udomkaewkanjana, Patchanan Jiajirachote, Thongpoom Siripipat, Apiwit Reardon, Kornrawich Sungkitbool, Waratthaya Wongchayaporn, Wannasak Sirilar",0,6.7,168.0,0
Niyazi Gül Dörtnala,Movie,2015,11,1,102.0,0,0,2021,Turkey,comedies,TV-MA,"comedies, international movies","Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen",1,4.5,3524.0,0
Zero,TV Show,2021,5,1,1.0,1,0,2021,Italy,international tv shows,TV-MA,"international tv shows, tv comedies, tv dramas","Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon, Daniela Scattolin, Madior Fall, Virgina Diop",0,5.8,1567.0,0
Lagaan,Movie,2001,25,0,224.0,0,0,2021,India,dramas,PG,"dramas, international movies, music & musicals","Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Kulbhushan Kharbanda, Raghuvir Yadav, Yashpal Sharma, Rajendranath Zutshi, Rajesh Vivek, Aditya Lakhia",1,8.1,126682.0,1
Ajeeb Daastaans,Movie,2021,5,1,142.0,0,0,2021,India,dramas,TV-MA,"dramas, independent movies, international movies","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",1,6.7,6522.0,0
Barbie & Chelsea: The Lost Birthday,Movie,2021,5,1,60.0,0,1,2021,United States,children & family movies,TV-Y,children & family movies,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",1,6.2,49.0,0
Next in Fashion,TV Show,2020,6,1,1.0,1,1,2021,United States,reality tv,TV-14,reality tv,"Tan France, Alexa Chung",1,7.3,5275.0,0
The Master,Movie,2012,14,0,137.0,0,1,2021,United States,dramas,R,"dramas, independent movies","Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Kevin J. O'Connor, Jesse Plemons, Rami Malek, Christopher Evan Welch, Madisen Beaty, Ambyr Childers, Price Carson",1,7.1,197015.0,1
Time Is Illmatic,Movie,2014,12,0,75.0,0,1,2021,United States,documentaries,TV-MA,"documentaries, music & musicals","Nasir 'Nas' Jones, Busta Rhymes, Pete Rock, Pharrell Williams, Q-Tip, Swizz Beatz, Alicia Keys, DJ Premier",1,7.0,3353.0,0
Indian Matchmaking,TV Show,2020,6,1,1.0,1,1,2021,United States,reality tv,TV-14,"reality tv, romantic tv shows",,0,6.3,4477.0,0
Jeffrey Epstein: Filthy Rich,TV Show,2020,6,1,1.0,1,1,2021,United States,crime tv shows,TV-MA,"crime tv shows, docuseries",,0,7.1,33302.0,1
The Soul,Movie,2021,5,1,130.0,0,0,2021,China,dramas,TV-MA,"dramas, international movies, thrillers","Chang Chen, Janine Chang, Christopher Lee, Anke Sun, Lin Hui-min, Samuel Ku, Zhang Bojia, Lu Hsueh-feng",1,6.6,3478.0,0
Unnatural Selection,TV Show,2019,7,1,1.0,1,1,2021,United States,docuseries,TV-MA,"docuseries, science & nature tv",,0,7.8,2281.0,0
Roohi,Movie,2021,5,1,133.0,0,0,2021,India,comedies,TV-14,"comedies, horror movies, international movies","Rajkummar Rao, Varun Sharma, Janhvi Kapoor, Manav Vij, Sarita Joshi, Anuraag Arora, Alexx O'Nell, Rajesh Jais",1,4.3,11171.0,1
The Way of the Househusband,TV Show,2021,5,1,1.0,1,0,2021,Japan,anime series,TV-MA,"anime series, international tv shows","Kenjiro Tsuda, Shizuka Ito, Kazuyuki Okitsu, M・A・O, Jun Fukushima, Kimiko Saito, Yoshimasa Hosoya, Masashi Nogawa, Junichi Yanagida, Hochu Otsuka, Atsuko Tanaka",1,7.3,7151.0,0
The Fisherman's Diary,Movie,2020,6,1,143.0,0,0,2021,Cameroon,dramas,TV-MA,"dramas, international movies","Kang Quintus, Faith Fidel, Casson Chinepoh, Ramsey Nouah, Ndamo Damaris, Neba Godwill Awantu, Onyama Laura, Prince Sube, Daphne Nije, Zoe Elora Ebai Mayohchu",1,6.4,787.0,0
Air Strike,Movie,2018,8,1,97.0,0,0,2021,China,action & adventure,R,"action & adventure, dramas, international movies","Bruce Willis, Liu Ye, Song Seung-heon, William Chan Wai-ting, Fan Wei, Wu Gang, Ma Su, Janine Chang, Che Yongli, Feng Yuanzheng, Geng Le",1,3.2,4960.0,0
2012,Movie,2009,17,0,158.0,0,1,2021,United States,action & adventure,PG-13,"action & adventure, sci-fi & fantasy","John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",1,5.9,419441.0,1
Sniper: Ghost Shooter,Movie,2016,10,1,99.0,0,1,2021,United States,action & adventure,R,action & adventure,"Chad Michael Collins, Billy Zane, Dennis Haysbert, Nick Gomez, Ravil Isyanov, Stephanie Vogt, Navid Negahban, Presciliana Esparolini, Enoch Frost",1,5.4,3292.0,0
Starship Troopers: Traitor of Mars,Movie,2017,9,1,88.0,0,1,2021,United States,action & adventure,R,"action & adventure, sci-fi & fantasy","Casper Van Dien, Dina Meyer, DeRay Davis, Justin Doran, Luci Christian, Emily Neves, Scott Gibbs, Juliet Simmons, Chris Gibson, Greg Ayres",1,5.5,6930.0,0
The Pianist,Movie,2002,24,0,149.0,0,0,2021,United Kingdom,dramas,R,"dramas, independent movies, international movies","Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Ed Stoppard, Julia Rayner, Jessica Kate Meyer, Ronan Vibert, Ruth Platt",1,8.5,1002792.0,1
The Stepfather,Movie,2009,17,0,102.0,0,1,2021,United States,horror movies,PG-13,"horror movies, thrillers","Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield, Paige Turco, Jon Tenney, Nancy Linehan Charles, Marcuis Harris, Braeden Lemasters, Deirdre Lovejoy",1,5.6,42137.0,1
Not a Game,Movie,2020,6,1,98.0,0,0,2021,United Kingdom,documentaries,TV-MA,"documentaries, international movies, sports movies",Brendon Mcdonnell,0,5.6,643.0,0
Mandela: Long Walk to Freedom,Movie,2013,13,0,141.0,0,0,2021,United Kingdom,dramas,PG-13,"dramas, international movies","Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Zolani Mkiva, Simo Mogwaza, Fana Mokoena, Thapelo Mokoena, Jamie Bartlett, Deon Lotz, Terry Pheto, Mark Elderkin",1,7.1,29817.0,1
Secret Magic Control Agency,Movie,2021,5,1,105.0,0,0,2021,Russia,children & family movies,TV-Y7,"children & family movies, comedies","Nicholas Corda, Sylvana Joyce, Alyson Leigh Rosenfeld, Courtney Shaw, Erica Schroeder, Georgette Timoney, Mary O'Brady, Marc Thompson",1,6.2,4985.0,0
Hospital,Movie,2020,6,1,90.0,0,0,2021,Taiwan,horror movies,TV-MA,"horror movies, international movies","Lin Po-Hung, Tai Bo, Jacqueline Zhu, Lei Hong, Hsu Lichi, Yoko Young, Samuel Gu, Eunice Lin",1,3.3,630.0,0
Who's the Boss,Movie,2020,6,1,106.0,0,0,2021,Nigeria,comedies,TV-MA,"comedies, international movies, romantic movies","Funke Akindele, Blossom Chukwujekwu, Sharon Ooja, Ini Dima-Okojie, Segun Arinze, Bolly Lomo, Beverly Osu, Tayo Faniran",1,5.9,46.0,0
Get the Goat,Movie,2021,5,1,98.0,0,0,2021,Brazil,action & adventure,TV-14,"action & adventure, comedies, international movies","Matheus Nachtergaele, Edmilson Filho, Letícia Lima, Leandro Ramos, Evelyn Castro, Valéria Vitoriano, Victor Allen, Renan Medeiros, Eyrio Okura, Jéssica Tamochunas, Marcondes Falcão, Juliano Cazarré",1,6.0,2169.0,0
The Present,Movie,2020,6,1,24.0,0,0,2021,United Kingdom,dramas,TV-MA,"dramas, international movies","Saleh Bakri, Maryam Kanj, Maryam Kamiel Basha, Ameer Khlawe, Ala' Hanani, Malak Abu Ghraibeh, Karam Elayyan, Leila Mouammar, Angie Saba",0,7.6,4061.0,0
The BFG,Movie,2016,10,1,118.0,0,1,2021,United States,children & family movies,PG,"children & family movies, dramas","Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement, Rebecca Hall, Rafe Spall, Bill Hader, Ólafur Darri Ólafsson, Adam Godley, Michael Adamthwaite, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa",1,6.3,98409.0,1
The Lost Pirate Kingdom,TV Show,2021,5,1,1.0,1,1,2021,United States,docuseries,TV-MA,"docuseries, science & nature tv, tv action & adventure","James Oliver Wheatley, Sam Callis, Thomas Padley, Evan Milton, Samuel Collings, Miles Yekinni, Jack Waldouck, Mia Tomlinson, Kevin Howarth, Mark Gillis, George Watkins, Derek Jacobi",1,6.6,3789.0,0
Paper Lives,Movie,2021,5,1,97.0,0,0,2021,Turkey,dramas,TV-MA,"dramas, international movies","Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk, Osman İskender Bayer, Tomris Çetinel, Volkan Çalışkan, Mehmet Bahattin Genç, Okşan Büyük",0,6.6,14096.0,1
Romantik Komedi,Movie,2010,16,0,110.0,0,0,2021,Turkey,comedies,TV-MA,"comedies, international movies, romantic movies","Sedef Avcı, Cemal Hünal, Begüm Kütük, Engin Altan Düzyatan, Sinem Kobal, Gürgen Öz, Burcu Kara, Kubilay Penbeklioğlu",1,5.3,5566.0,0
YES DAY,Movie,2021,5,1,90.0,0,1,2021,United States,children & family movies,PG,"children & family movies, comedies","Jennifer Garner, Edgar Ramírez, Jenna Ortega, Julian Lerner, Everly Carganilla, Tracie Thoms, Fortune Feimster, Nat Faxon, Arturo Castro",1,5.7,32507.0,1
My Way,TV Show,2015,11,1,1.0,1,0,2021,Egypt,international tv shows,TV-14,"international tv shows, tv dramas","Sherine, Ahmed Fahmi, Bassel Khaiat, Sawsan Badr, Mahmoud El Gendy, Mohammad Adel, Tamim Abdou, Nada Moussa, Tharaa Jubail, Mohamed Mamdouh, Basma Yasser, Laila Ezz El Arab",1,7.4,211.0,0
Parker,Movie,2013,13,0,119.0,0,1,2021,United States,action & adventure,R,action & adventure,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte",1,6.2,135367.0,1
Rain Man,Movie,1988,38,0,134.0,0,1,2021,United States,classic movies,R,"classic movies, dramas","Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",1,8.0,581331.0,1
TIGER & BUNNY,TV Show,2011,15,0,1.0,1,0,2021,Japan,anime series,TV-14,"anime series, international tv shows","Hiroaki Hirata, Masakazu Morita, Koji Yusa, Minako Kotobuki, Yuhko Kaida, Go Inoue, Kenjiro Tsuda, Mariya Ise, Taiten Kusunoki, Nobuhiko Okamoto, Keiji Fujiwara",1,7.4,1794.0,0
Geez & Ann,Movie,2021,5,1,106.0,0,0,2021,Indonesia,dramas,TV-PG,"dramas, international movies, romantic movies","Hanggini, Junior Roberts, Roy Sungkono, Shenina Cinnamon, Ashira Zamita, Amel Carla, Davina Karamoy, Naimma Aljufri, Andi Viola, Jasmine Elfira Burhan, Kezia Aletheia, Dewi Rezer, Ersa Mayori, Indra Brasco, Bobby Samuel, Ady Sky, Farhan Rasyid",0,5.2,362.0,0
Ginny & Georgia,TV Show,2021,5,1,1.0,1,1,2021,United States,romantic tv shows,TV-14,"romantic tv shows, tv comedies, tv dramas","Brianne Howey, Antonia Gentry, Diesel La Torraca, Jennifer Robertson, Felix Mallard, Sara Waisglass, Scott Porter, Raymond Ablack",1,7.5,103432.0,1
Brian Regan: On the Rocks,Movie,2021,5,1,58.0,0,1,2021,United States,stand-up comedy,TV-G,stand-up comedy,Brian Regan,1,6.9,764.0,0
Love,Movie,2020,6,1,91.0,0,0,2021,India,dramas,TV-14,"dramas, independent movies, international movies","Shine Tom Chacko, Rajisha Vijayan, Gokulan, Sudhi Koppa, Veena Nandakumar, Johny Antony",1,7.0,1760.0,0
Pitta Kathalu,TV Show,2021,5,1,1.0,1,0,2021,India,international tv shows,TV-MA,"international tv shows, tv dramas","Manchu Lakshmi, Saanve Megghana, Naveen Kumar, Jagapathi Babu, Amala Paul, Aswin Kakamanu, Shruthi Haasan, Sanjith Hegde, Sangeeth Shoban, Anish Kuruvilla, Uko, Dayanand Reddy, Thanmayi, Satya Dev, Eesha Rebba, Srinivas Avasarala, Ashima Narwal",1,5.2,813.0,0
"Hello, Me!",TV Show,2021,5,1,1.0,1,0,2021,South Korea,international tv shows,TV-14,"international tv shows, romantic tv shows, tv comedies","Choi Kang-hee, Kim Young-kwang, Lee Re, Um Mun-suk, Kim You-mi, Ji Seung-hyun, Yoon Joo-sang, Baek Hyun-joo, Kim Yong-rim, Kim Byung-choon, Yun Bok-in, Jung Yi-rang, Moon Seong-hyun, Kim Mi-hwa, Kim Do-yeon, Choi Dae-chul, Kang Tae-ju, Park Chul-min, Jung Dae-ro, Shin Mun-seong, Kim Ki-ri, Koh Woo-ri, Choi Tae-hwan",0,7.2,1033.0,0
Behind Her Eyes,TV Show,2021,5,1,1.0,1,0,2021,United Kingdom,british tv shows,TV-MA,"british tv shows, international tv shows, tv dramas","Simona Brown, Eve Hewson, Tom Bateman, Robert Aramayo, Tyler Howitt, Georgie Glen",0,7.2,91835.0,1
The Most Unknown,Movie,2018,8,1,92.0,0,1,2021,United States,documentaries,TV-PG,documentaries,,0,6.5,2224.0,0
"My Teacher, My Obsession",Movie,2018,8,1,86.0,0,1,2021,United States,thrillers,TV-14,thrillers,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",0,4.4,3027.0,0
Capitani,TV Show,2019,7,1,1.0,1,0,2021,Luxembourg,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv dramas","Luc Schiltz, Sophie Mousel, Claude De Demo, Joe Dennenwald, Konstantin Rommelfangen, Jules Werner, Jil Devresse, Julie Kieffer",0,6.6,6805.0,0
Monster Run,Movie,2020,6,1,104.0,0,0,2021,China,action & adventure,TV-14,"action & adventure, international movies","Shawn Yue, Jessie Li, Kara Wai, Tu Men, Qiao Shan, Wang Yutian, Yang Di, Wang Zhener",1,5.1,597.0,0
Space Sweepers,Movie,2021,5,1,138.0,0,0,2021,South Korea,action & adventure,TV-MA,"action & adventure, dramas, international movies","Song Joong-ki, Kim Tae-ri, Jin Sun-kyu, Yoo Hai-jin, Richard Armitage, Park Ye-rin",1,6.5,30776.0,1
All My Friends Are Dead,Movie,2020,6,1,97.0,0,0,2021,Poland,comedies,TV-MA,"comedies, dramas, international movies","Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk, Monika Krzywkowska, Nikodem Rozbicki, Kamil Piotrowski, Adam Bobik, Paulina Gałązka, Magdalena Perlińska, Katarzyna Chojnacka, Konrad Żygadło, Szymon Roszak, Michał Sikorski, Aleksandra Pisula, Wojciech Łozowski, Michał Meyer, Adam Woronowicz",0,5.9,8127.0,0
Black Beach,Movie,2020,6,1,116.0,0,0,2021,Spain,action & adventure,TV-MA,"action & adventure, international movies","Raúl Arévalo, Candela Peña, Paulina García, Claude Musungayi, Babou Cham, Lidia Nené, Melina Matthews, Emilio Buale, Mulie Jarju, Jimmy Castro, Fenda Drame, Dairon Tallon, Teresita Evuy, Olivier Bony",1,5.6,1817.0,0
Firefly Lane,TV Show,2021,5,1,1.0,1,1,2021,United States,romantic tv shows,TV-MA,"romantic tv shows, tv dramas","Katherine Heigl, Sarah Chalke, Ben Lawson, Beau Garrett, Ali Skovbye, Roan Curtis, Yael Yurman, Jon-Michael Ecker, Brandon Jay McLaren, Paul McGillion, Chelah Horsdal, Brendan Taylor",1,7.7,39762.0,1
Heartland,TV Show,2019,7,1,13.0,1,0,2021,Canada,tv dramas,TV-14,tv dramas,"Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand",0,6.0,145.0,0
Rocks,Movie,2019,7,1,93.0,0,0,2021,United Kingdom,dramas,TV-MA,dramas,"Bukky Bakray, Kosar Ali, D'angelou Osei Kissiedu, Shaneigha-Monik Greyson, Sarah Niles, Ruby Stokes, Tawheda Begum, Afi Okaidja, Anastasia Dymitrow",0,7.4,5688.0,0
The House Arrest of Us,TV Show,2020,6,1,1.0,1,0,2021,Philippines,international tv shows,TV-MA,"international tv shows, romantic tv shows, tv comedies","Daniel Padilla, Kathryn Bernardo, Herbert Bautista, Ruffa Gutierrez, Gardo Versoza, Arlene Muhlach, Arlene Muchlach, Dennis Padilla, Riva Quenery, Anthony Jennings, Alora Sasam, Huybs Azarcon",1,5.4,197.0,0
The Unsettling,TV Show,2019,7,1,1.0,1,1,2021,United States,tv horror,TV-14,"tv horror, teen tv shows","Holly Taylor, Tequan Richmond, Willow Shields, An-Li Bogan, Noah Grismer, Alex Lange, David Clayton Rogers, Marguerite Moreau",1,5.3,856.0,0
Total Drama,TV Show,2015,11,1,7.0,1,0,2021,Canada,kids' tv,TV-PG,"kids' tv, tv comedies","Clé Bennett, Christian Potenza, Scott McCord, Rachel Wilson, Drew Nelson, Stephanie Anne Mills, Novie Edwards, Megan Fahlenbock, Brian Foud, Emilie-Claire Barlow, Phillip David Lewis, Katie Crown, Sarah Gadon, Peter Oldring, Kristin Fairlie, Dan Petronijevic, Adam Greydon Reid",1,7.4,2357.0,0
Hell Fest,Movie,2018,8,1,89.0,0,1,2021,United States,horror movies,R,horror movies,"Amy Forsyth, Reign Edwards, Bex Taylor-Klaus, Tony Todd, Christian James, Matt Mercurio, Michael Tourek, Courtney Dietz, Stephen Conroy",1,5.5,20518.0,1
Finding ‘Ohana,Movie,2021,5,1,123.0,0,1,2021,United States,children & family movies,PG,"children & family movies, comedies","Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro, Kelly Hu, Branscombe Richmond, Ke Huy Quan, Brad Kalilimoku, Chris Parnell, Marc Evan Jackson, Ricky Garcia",1,6.1,12498.0,1
The Dig,Movie,2021,5,1,113.0,0,0,2021,United Kingdom,dramas,PG-13,"dramas, international movies","Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Ben Chaplin, Ken Stott",1,7.1,86907.0,1
The White Tiger,Movie,2021,5,1,127.0,0,0,2021,India,dramas,R,dramas,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Mahesh Manjrekar, Vijay Maurya",1,7.1,67626.0,1
Daughter From Another Mother,TV Show,2021,5,1,1.0,1,0,2021,Mexico,international tv shows,TV-MA,"international tv shows, spanish-language tv shows, tv comedies","Ludwika Paleta, Paulina Goto, Martín Altomaro, Liz Gallardo, Javier Ponce, Oka Giner, Zaide Silvia Gutiérrez, Dalexa Meneses, Emilio Beltrán Ulrich, Fernando Memije, Elena del Río, Christian Chávez",1,7.2,2610.0,0
Homefront,Movie,2013,13,0,100.0,0,1,2021,United States,action & adventure,R,action & adventure,"Jason Statham, James Franco, Izabela Vidovic, Kate Bosworth, Marcus Hester, Clancy Brown, Winona Ryder, Omar Benson Miller, Rachelle Lefevre, Frank Grillo, Chuck Zito, Pruitt Taylor Vince",1,6.5,140009.0,1
Death of Me,Movie,2020,6,1,94.0,0,1,2021,United States,horror movies,R,horror movies,"Maggie Q, Luke Hemsworth, Alex Essoe, Ingkarat Jaraswongkosol, Kelly B. Jones, Caledonia Burr",1,4.4,7872.0,0
